         423826 function calls (410833 primitive calls) in 1.550 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 formatters.py:922(MimeBundleFormatter)
        1    0.000    0.000    0.000    0.000 capture.py:62(CapturedIO)
        1    0.000    0.000    0.000    0.000 base_events.py:178(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 events.py:610(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 minicompat.py:50(NodeList)
        1    0.000    0.000    0.000    0.000 processors.py:87(TransformationInput)
        1    0.000    0.000    0.000    0.000 mouse_handlers.py:12(MouseHandlers)
        1    0.000    0.000    0.000    0.000 vi.py:57(TextObjectType)
        1    0.000    0.000    0.000    0.000 base_value.py:269(_ValueWrapperBase)
        1    0.000    0.000    0.000    0.000 base_value.py:290(LazyValueWrapper)
        1    0.000    0.000    0.000    0.000 base_value.py:363(ValueSet)
        1    0.000    0.000    0.000    0.000 value.py:285(CompiledName)
        1    0.000    0.000    0.000    0.000 sampler.py:113(SubsetRandomSampler)
        1    0.000    0.000    0.000    0.000 __config__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
       11    0.000    0.000    0.000    0.000 {function Config.__getitem__ at 0x000001F8F7DF0948}
        2    0.000    0.000    0.000    0.000 ntpath.py:287(expanduser)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 _reduction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grad_mode.py:45(__call__)
        1    0.000    0.000    0.000    0.000 reductions.py:44(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:422(Listener)
        1    0.000    0.000    0.000    0.000 traitlets.py:2270(List)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 configurable.py:346(SingletonConfigurable)
        1    0.000    0.000    0.000    0.000 events.py:19(EventManager)
        1    0.000    0.000    0.000    0.000 events.py:32(Handle)
        1    0.000    0.000    0.000    0.000 events.py:168(AbstractServer)
        1    0.000    0.000    0.000    0.000 locks.py:47(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 proactor_events.py:24(_ProactorBasePipeTransport)
        1    0.000    0.000    0.000    0.000 utils.py:119(_CharSizesCache)
        1    0.000    0.000    0.000    0.000 ansi.py:233(<dictcomp>)
        1    0.000    0.000    0.000    0.000 style_transformation.py:36(StyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:271(ConditionalStyleTransformation)
        1    0.000    0.000    0.000    0.000 validation.py:23(ValidationError)
        1    0.000    0.000    0.000    0.000 pygments.py:39(SyntaxSync)
        1    0.000    0.000    0.000    0.000 pygments.py:72(RegexSync)
        1    0.000    0.000    0.000    0.000 tree.py:563(Function)
        1    0.000    0.000    0.000    0.000 signature.py:37(AbstractSignature)
        1    0.000    0.000    0.000    0.000 iterable.py:515(FakeDict)
        1    0.000    0.000    0.000    0.000 function.py:99(FunctionValue)
        1    0.000    0.000    0.000    0.000 keywords.py:29(Keyword)
        1    0.000    0.000    0.000    0.000 mixed.py:104(MixedName)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataset.py:148(TensorDataset)
        1    0.000    0.000    0.000    0.000 fetch.py:4(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:63(SafeUUID)
        1    0.000    0.000    0.000    0.000 batchnorm.py:327(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 reduction.py:247(AbstractReducer)
        1    0.000    0.000    0.000    0.000 request.py:2363(ftpwrapper)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 winterm.py:22(WinTerm)
        5    0.000    0.000    0.000    0.000 traitlets.py:792(observe_compat)
        1    0.000    0.000    0.000    0.000 traitlets.py:1617(Instance)
        4    0.000    0.000    0.000    0.000 magic.py:271(no_var_expand)
        1    0.000    0.000    0.000    0.000 magic.py:480(Magics)
        4    0.000    0.000    0.000    0.000 pretty.py:791(for_type_by_name)
        1    0.000    0.000    0.000    0.000 dir2.py:3(<module>)
        1    0.000    0.000    0.010    0.010 __init__.py:327(__getattr__)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:241(SystemAssign)
        1    0.000    0.000    0.000    0.000 prefilter.py:478(PythonOpsChecker)
        1    0.000    0.000    0.000    0.000 alias.py:120(Alias)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:64(get_default_editor)
        1    0.000    0.000    0.000    0.000 base.py:132(_OrList)
        1    0.000    0.000    0.000    0.000 base.py:192(Condition)
        1    0.000    0.000    0.000    0.000 base.py:41(SimpleLexer)
        1    0.000    0.000    0.000    0.000 _compatibility.py:21(use_metaclass)
        1    0.000    0.000    0.000    0.000 file_io.py:29(KnownContentFileIO)
        1    0.000    0.000    0.000    0.000 module.py:78(SubModuleDictMixin)
        1    0.000    0.000    0.000    0.000 base.py:84(DefineGenericBase)
        1    0.000    0.000    0.000    0.000 packaging.py:57(PackagingMagics)
        1    0.000    0.000    0.000    0.000 transforms.py:632(StackTransform)
        1    0.000    0.000    0.000    0.000 observer.py:45(ObserverBase)
        1    0.000    0.000    0.000    0.000 vector_env.py:146(VectorEnvWrapper)
       10    0.000    0.000    0.000    0.000 case.py:1346(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:1368(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        2    0.000    0.000    0.000    0.000 six.py:827(metaclass)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:13(Quantize)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:399(ExponentialLR)
        1    0.000    0.000    0.000    0.000 request.py:1050(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
       10    0.000    0.000    0.000    0.000 argparse.py:652(_get_default_metavar_for_positional)
        1    0.000    0.000    0.000    0.000 pydoc.py:433(__init__)
        1    0.000    0.000    0.000    0.000 paths.py:87(get_ipython_package_dir)
        1    0.000    0.000    0.001    0.001 text.py:572(DollarFormatter)
        1    0.000    0.000    0.000    0.000 display.py:829(JSON)
        1    0.000    0.000    0.000    0.000 display.py:340(FileLink)
        1    0.000    0.000    0.000    0.000 subprocess.py:106(Process)
        1    0.000    0.000    0.000    0.000 base.py:129(CompleteEvent)
        1    0.000    0.000    0.000    0.000 defaults.py:125(<listcomp>)
        1    0.000    0.000    0.000    0.000 colorsys.py:17(<module>)
        1    0.000    0.000    0.000    0.000 base.py:117(FormattedText)
        1    0.000    0.000    0.000    0.000 renderer.py:273(CPR_Support)
        1    0.000    0.000    0.000    0.000 base.py:792(Checkbox)
        1    0.000    0.000    0.000    0.000 formatters.py:58(Text)
        1    0.000    0.000    0.000    0.000 __init__.py:423(Interpreter)
        3    0.000    0.000    0.000    0.000 _compatibility.py:330(u)
        1    0.000    0.000    0.000    0.000 classes.py:724(_Help)
        1    0.000    0.000    0.000    0.000 filters.py:146(_FunctionExecutionFilter)
        1    0.000    0.000    0.000    0.000 arguments.py:183(TreeArguments)
        1    0.000    0.000    0.000    0.000 iterable.py:308(SequenceLiteralValue)
        1    0.000    0.000    0.000    0.000 __init__.py:10(register)
        1    0.000    0.000    0.000    0.000 typing.py:326(CastFunction)
        1    0.000    0.000    0.000    0.000 ptutils.py:62(IPythonPTCompleter)
        1    0.000    0.000    0.000    0.000 basic.py:20(MagicsDisplay)
        1    0.000    0.000    0.000    0.000 transforms.py:80(__init__)
        4    0.000    0.000    0.000    0.000 _torch_docs.py:26(merge_dicts)
        1    0.000    0.000    0.000    0.000 quasirandom.py:4(SobolEngine)
        1    0.000    0.000    0.000    0.000 _backend.py:309(Dispatchable)
        1    0.000    0.000    0.000    0.000 utils.py:2005(suppress_warnings)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:46(NumpyArrayWrapper)
        9    0.000    0.000    0.000    0.000 _internal.py:805(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 function.py:109(Function)
        1    0.000    0.000    0.000    0.000 linear.py:6(Linear)
        1    0.000    0.000    0.000    0.000 _ops.py:73(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:457(Formatter)
        1    0.000    0.000    0.000    0.000 debugger.py:86(Tracer)
        3    0.000    0.000    0.000    0.000 debugger.py:179(strip_indentation)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:209(MagicAssign)
        1    0.000    0.000    0.000    0.000 formatters.py:707(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 history.py:805(HistorySavingThread)
        1    0.000    0.000    0.000    0.000 cache.py:63(FastDictCache)
        1    0.000    0.000    0.000    0.000 base.py:111(_AndList)
        1    0.000    0.000    0.000    0.000 style_transformation.py:230(DummyStyleTransformation)
        1    0.000    0.000    0.000    0.000 containers.py:1385(WindowAlign)
        1    0.000    0.000    0.000    0.000 processors.py:950(DynamicProcessor)
        1    0.000    0.000    0.000    0.000 dimension.py:80(exact)
        1    0.000    0.000    0.000    0.000 margins.py:135(ConditionalMargin)
        1    0.000    0.000    0.000    0.000 base.py:425(Frame)
        1    0.000    0.000    0.000    0.000 base.py:243(_PseudoTreeNameClass)
        1    0.000    0.000    0.000    0.000 tuple.py:5(Tuple)
        1    0.000    0.000    0.000    0.000 dict.py:5(Dict)
        2    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 class_weight.py:5(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        2    0.000    0.000    0.018    0.009 _distributor_init.py:10(<module>)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 records.py:319(recarray)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        4    0.000    0.000    0.000    0.000 core.py:3363(dtype)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 parameter.py:5(Parameter)
        1    0.000    0.000    0.000    0.000 typing.py:740(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1283(SupportsInt)
        1    0.000    0.000    0.000    0.000 conv.py:634(ConvTranspose2d)
        5    0.000    0.000    0.000    0.000 profiler.py:494(attr_formatter)
        1    0.000    0.000    0.000    0.000 activation.py:9(ReLU)
        1    0.000    0.000    0.000    0.000 conv_fused.py:174(ConvBnReLU2d)
        2    0.000    0.000    0.000    0.000 __init__.py:8(__init__)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        3    0.000    0.000    0.000    0.000 __init__.py:1164(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:1527(Type)
        1    0.000    0.000    0.000    0.000 traitlets.py:1782(class_init)
        1    0.000    0.000    0.000    0.000 traitlets.py:2329(Set)
        1    0.000    0.000    0.000    0.000 loader.py:387(JSONFileConfigLoader)
        1    0.000    0.000    0.000    0.000 locks.py:418(Semaphore)
        1    0.000    0.000    0.000    0.000 buffer.py:144(YankNthArgState)
        1    0.000    0.000    0.000    0.000 inputhook.py:160(InputHookContext)
        1    0.000    0.000    0.000    0.000 selection.py:34(SelectionState)
        1    0.000    0.000    0.000    0.000 style.py:173(Priority)
        1    0.000    0.000    0.000    0.000 processors.py:648(ShowTrailingWhiteSpaceProcessor)
        1    0.000    0.000    0.000    0.000 margins.py:159(ScrollbarMargin)
        1    0.000    0.000    0.000    0.000 toolbars.py:70(SystemToolbar)
        1    0.000    0.000    0.000    0.000 classes.py:645(CallSignature)
        1    0.000    0.000    0.000    0.000 imports.py:131(NestedImportModule)
        3    0.000    0.000    0.000    0.000 value.py:25(__init__)
        1    0.000    0.000    0.000    0.000 filters.py:318(_OverwriteMeta)
        1    0.000    0.000    0.000    0.000 chi2.py:5(Chi2)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:298(NumpyUnpickler)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
        1    0.000    0.000    0.000    0.000 core.py:1321(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 extras.py:1474(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1522(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        2    0.000    0.000    0.000    0.000 typing.py:1175(__class_getitem__)
        1    0.000    0.000    0.000    0.000 data_parallel.py:36(DataParallel)
        1    0.000    0.000    0.000    0.000 request.py:1226(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 ssl.py:362(_ASN1Object)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:22(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:547(KeyValueConfigLoader)
        1    0.000    0.000    0.000    0.000 crashhandler.py:85(CrashHandler)
        1    0.000    0.000    0.000    0.000 ipstruct.py:8(<module>)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:64(MagicHelpFormatter)
        1    0.000    0.000    0.000    0.000 display.py:602(Code)
        1    0.000    0.000    0.000    0.000 protocols.py:160(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 base.py:132(Template)
        1    0.000    0.000    0.000    0.000 minidom.py:1065(Text)
        1    0.000    0.000    0.000    0.000 minidom.py:1281(DocumentType)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:13(Options)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:306(DOMBuilderFilter)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(NodeFilter)
        1    0.000    0.000    0.000    0.000 validation.py:129(ThreadedValidator)
        1    0.000    0.000    0.000    0.000 processors.py:133(Transformation)
        1    0.000    0.000    0.000    0.000 parser.py:74(StackNode)
        1    0.000    0.000    0.000    0.000 tree.py:670(Lambda)
        1    0.000    0.000    0.000    0.000 errors.py:762(_ArglistRule)
        2    0.000    0.000    0.000    0.000 classes.py:59(<genexpr>)
        6    0.000    0.000    0.000    0.000 cache.py:64(inference_state_as_method_param_cache)
        1    0.000    0.000    0.000    0.000 value.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:103(ParserTreeFilter)
        1    0.000    0.000    0.000    0.000 names.py:311(ParamNameInterface)
        1    0.000    0.000    0.000    0.000 arguments.py:302(TreeArgumentsWrapper)
        1    0.000    0.000    0.000    0.000 iterable.py:25(IterableMixin)
        1    0.000    0.000    0.000    0.000 instance.py:415(BoundMethod)
        2    0.000    0.000    0.000    0.000 constraint_registry.py:83(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:297(ExpTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:393(AffineTransform)
        1    0.000    0.000    0.000    0.000 conv_relu.py:52(ConvReLU3d)
        1    0.000    0.000    0.000    0.000 linear.py:7(Linear)
        1    0.000    0.000    0.000    0.000 closer.py:5(Closer)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _backend.py:45(set_global_backend)
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        6    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 _internal.py:526(_Stream)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 _datasource.py:626(Repository)
        1    0.000    0.000    0.000    0.000 typing.py:787(Generic)
        1    0.000    0.000    0.000    0.000 rnn.py:731(RNNCellBase)
        1    0.000    0.000    0.000    0.000 weight_norm.py:8(WeightNorm)
        1    0.000    0.000    0.000    0.000 __init__.py:46(__getattr__)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 adamw.py:6(AdamW)
        1    0.000    0.000    0.000    0.000 lbfgs.py:183(LBFGS)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:23(_LRScheduler)
        1    0.000    0.000    0.000    0.000 __init__.py:270(LogRecord)
        1    0.000    0.000    0.000    0.000 argparse.py:1073(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 pydoc.py:1748(<listcomp>)
        8    0.000    0.000    0.000    0.000 lexer.py:397(__init__)
        1    0.000    0.000    0.000    0.000 history.py:34(DummyDB)
        1    0.000    0.000    0.000    0.000 history.py:121(HistoryAccessorBase)
        1    0.000    0.000    0.000    0.000 transports.py:233(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 utils.py:107(DummyContext)
        1    0.000    0.000    0.000    0.000 mouse_events.py:32(MouseEvent)
        1    0.000    0.000    0.000    0.000 minidom.py:1469(ElementInfo)
        1    0.000    0.000    0.000    0.000 key_processor.py:40(__init__)
        1    0.000    0.000    0.000    0.000 menus.py:257(CompletionsMenu)
        1    0.000    0.000    0.000    0.000 menus.py:599(MultiColumnCompletionsMenu)
        1    0.000    0.000    0.000    0.000 base.py:275(_ProgressControl)
        1    0.000    0.000    0.000    0.000 diff.py:181(DiffParser)
        1    0.000    0.000    0.000    0.000 filters.py:22(AbstractFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:5(__init__)
        1    0.000    0.000    0.000    0.000 multi_discrete.py:5(MultiDiscrete)
        1    0.000    0.000    0.000    0.000 _util.py:350(MapWrapper)
        1    0.000    0.000    0.000    0.000 _compat.py:17(with_metaclass)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:215(NumpyPickler)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        3    0.000    0.000    0.000    0.000 __init__.py:489(PYFUNCTYPE)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        1    0.000    0.000    0.000    0.000 _internal.py:206(dummy_ctype)
        3    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        3    0.000    0.000    0.000    0.000 core.py:812(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 tarfile.py:310(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 __init__.py:483(_CudaBase)
        1    0.000    0.000    0.000    0.000 activation.py:12(Threshold)
        1    0.000    0.000    0.000    0.000 transformer.py:12(Transformer)
        7    0.000    0.000    0.000    0.000 __init__.py:1785(_make_fail)
        1    0.000    0.000    0.000    0.000 _recursive.py:220(__init__)
        1    0.000    0.000    0.000    0.000 sparse_adam.py:6(SparseAdam)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:909(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 utils.py:131(FormatReplace)
        1    0.000    0.000    0.000    0.000 win32.py:21(CONSOLE_SCREEN_BUFFER_INFO)
        1    0.000    0.000    0.000    0.000 __init__.py:1349(setLevel)
        2    0.000    0.000    0.000    0.000 encoding.py:21(get_stream_enc)
        1    0.000    0.000    0.000    0.000 ultratb.py:1432(SyntaxTB)
        2    0.000    0.000    0.000    0.000 inputtransformer2.py:69(__init__)
        1    0.000    0.000    0.000    0.000 prefilter.py:410(MacroChecker)
        1    0.000    0.000    0.000    0.000 events.py:576(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 selection.py:28(PasteMode)
        1    0.000    0.000    0.000    0.000 base.py:153(_Invert)
        1    0.000    0.000    0.000    0.000 base.py:234(DummyCompleter)
        1    0.000    0.000    0.000    0.000 minidom.py:1200(ReadOnlySequentialNamedNodeMap)
        1    0.000    0.000    0.000    0.000 history.py:187(FileHistory)
        1    0.000    0.000    0.000    0.000 key_bindings.py:586(DynamicKeyBindings)
        1    0.000    0.000    0.000    0.000 formatters.py:78(Label)
        1    0.000    0.000    0.000    0.000 formatters.py:147(Bar)
        4    0.000    0.000    0.000    0.000 _compatibility.py:56(utf8_repr)
        1    0.000    0.000    0.000    0.000 grammar.py:200(PythonGrammar)
        1    0.000    0.000    0.000    0.000 tree.py:328(Scope)
        1    0.000    0.000    0.000    0.000 tree.py:915(ImportName)
        1    0.000    0.000    0.000    0.000 prefix.py:9(PrefixPart)
        1    0.000    0.000    0.000    0.000 errors.py:864(_FStringRule)
        1    0.000    0.000    0.000    0.000 imports.py:39(ModuleCache)
        1    0.000    0.000    0.000    0.000 names.py:539(NameWrapper)
        1    0.000    0.000    0.000    0.000 klass.py:78(ClassFilter)
        1    0.000    0.000    0.000    0.000 environment.py:33(_BaseEnvironment)
        1    0.000    0.000    0.000    0.000 stdlib.py:664(Wrapped)
        1    0.000    0.000    0.000    0.000 sampler.py:68(RandomSampler)
        1    0.000    0.000    0.000    0.000 sync_vector_env.py:11(SyncVectorEnv)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 conv.py:12(_ConvNd)
        1    0.000    0.000    0.000    0.000 container.py:357(ParameterList)
        1    0.000    0.000    0.000    0.000 __init__.py:1051(CompilationUnit)
        1    0.000    0.000    0.000    0.000 traitlets.py:214(_SimpleTest)
        1    0.000    0.000    0.000    0.000 traitlets.py:715(MetaHasDescriptors)
        1    0.000    0.000    0.000    0.000 traitlets.py:1758(Union)
        1    0.000    0.000    0.000    0.000 traitlets.py:2335(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:2370(Tuple)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        6    0.000    0.000    0.000    0.000 loader.py:165(_ensure_subconfig)
        1    0.000    0.000    0.000    0.000 loader.py:305(ConfigLoader)
        1    0.000    0.000    0.000    0.000 pydoc.py:431(HTMLRepr)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:105(MagicArgumentParser)
        1    0.000    0.000    0.000    0.000 text.py:516(FullEvalFormatter)
        1    0.000    0.000    0.000    0.000 token.py:13(_TokenType)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:415(HelpEnd)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:518(TransformerManager)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:284(ExecutionInfo)
        1    0.000    0.000    0.000    0.000 displaypub.py:32(DisplayPublisher)
        1    0.000    0.000    0.000    0.000 formatters.py:755(PNGFormatter)
        1    0.000    0.000    0.000    0.000 display.py:275(YouTubeVideo)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 windows_events.py:188(_WaitHandleFuture)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:257(DOMInputSource)
        1    0.000    0.000    0.000    0.000 processors.py:65(Processor)
        1    0.000    0.000    0.000    0.000 tokenize.py:286(FStringNode)
        1    0.000    0.000    0.000    0.000 utils.py:82(PushBackIterator)
        1    0.000    0.000    0.000    0.000 names.py:196(ValueNameMixin)
        1    0.000    0.000    0.000    0.000 module.py:40(ModuleName)
        1    0.000    0.000    0.000    0.000 typing.py:316(NewType)
        1    0.000    0.000    0.000    0.000 stdlib.py:223(SuperInstance)
        1    0.000    0.000    0.000    0.000 stdlib.py:797(EnumInstance)
        1    0.000    0.000    0.000    0.000 ipapp.py:63(IPAppCrashHandler)
        1    0.000    0.000    0.000    0.000 timeit.py:82(Timer)
        2    0.000    0.000    0.000    0.000 __init__.py:16(__init__)
        1    0.000    0.000    0.000    0.000 multi_binary.py:5(MultiBinary)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 re.py:215(findall)
        1    0.000    0.000    0.000    0.000 __init__.py:319(CDLL)
        3    0.000    0.000    0.000    0.000 __init__.py:490(CFunctionType)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.000    0.000 subprocess.py:414(CompletedProcess)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:605(ndindex)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:200(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 core.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2607(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:6532(_extrema_operation)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 serialization.py:227(_open_zipfile_writer_file)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        5    0.000    0.000    0.000    0.000 typing.py:279(__init_subclass__)
        5    0.000    0.000    0.000    0.000 typing.py:313(__init__)
        1    0.000    0.000    0.000    0.000 container.py:455(ParameterDict)
        1    0.000    0.000    0.000    0.000 adaptive.py:15(AdaptiveLogSoftmaxWithLoss)
        3    0.000    0.000    0.000    0.000 __init__.py:6(is_available)
        1    0.000    0.000    0.000    0.000 __init__.py:320(ONNXTracedModule)
        1    0.000    0.000    0.000    0.000 adam.py:6(Adam)
        1    0.000    0.000    0.000    0.000 request.py:835(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 ssl.py:383(Purpose)
        1    0.000    0.000    0.000    0.000 argparse.py:105(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 display.py:346(DisplayHandle)
        1    0.000    0.000    0.000    0.000 pretty.py:329(RepresentationPrinter)
       16    0.000    0.000    0.000    0.000 lexer.py:273(__init__)
